time,level,sd_cum,sd_tr,cum_true,tr_true,true_sim_diff,q_cum,q_tr,signif,cum_sig,tr_sig,timesig
5,V2,15.96256845790291,16.459405457941962,-73.08455440560151,-73.61156050097483,0.5270060953733235,-77.02831844884926,-78.77910872082826,NA,5,NA,NA
5,V2,15.96256845790291,16.459405457941962,-73.08455440560151,-73.61156050097483,0.5270060953733235,-77.02831844884926,-78.77910872082826,NA,NA,5,NA
6,V2,15.3069749188674,15.343385115840226,-70.96359313037179,-71.26861650465057,0.30502337427877535,-77.0897614330214,-78.62532990680555,NA,6,NA,NA
6,V2,15.3069749188674,15.343385115840226,-70.96359313037179,-71.26861650465057,0.30502337427877535,-77.0897614330214,-78.62532990680555,NA,NA,6,NA
7,V2,15.38769337410839,15.323378710708855,-69.08566394802388,-69.50402299740381,0.41835904937993007,-77.15026052974564,-78.91300605424478,NA,7,NA,NA
7,V2,15.38769337410839,15.323378710708855,-69.08566394802388,-69.50402299740381,0.41835904937993007,-77.15026052974564,-78.91300605424478,NA,NA,7,NA
8,V2,15.038379570137318,19.158339356334317,-67.73964497135717,-74.54237117248243,6.802726201125267,-77.11839021782545,-78.7272223742551,NA,8,NA,NA
8,V2,15.038379570137318,19.158339356334317,-67.73964497135717,-74.54237117248243,6.802726201125267,-77.11839021782545,-78.7272223742551,NA,NA,8,NA
9,V2,15.019355298540656,19.78278903566287,-66.66211757674192,-75.69705067321628,9.034933096474361,-77.0496893068968,-78.58264868427489,NA,9,NA,NA
9,V2,15.019355298540656,19.78278903566287,-66.66211757674192,-75.69705067321628,9.034933096474361,-77.0496893068968,-78.58264868427489,NA,NA,9,NA
10,V2,15.069428212200718,17.124771809287484,-66.32011906533393,-71.63705931217974,5.316940246845817,-76.91494053010568,-78.46112211133779,NA,10,NA,NA
10,V2,15.069428212200718,17.124771809287484,-66.32011906533393,-71.63705931217974,5.316940246845817,-76.91494053010568,-78.46112211133779,NA,NA,10,NA
11,V2,15.136219681029235,16.641679649091234,-64.93321091061941,-70.4772871681781,5.544076257558686,-76.90001697137517,-78.2976316389264,NA,11,NA,NA
11,V2,15.136219681029235,16.641679649091234,-64.93321091061941,-70.4772871681781,5.544076257558686,-76.90001697137517,-78.2976316389264,NA,NA,11,NA
12,V2,15.060888107131971,15.751249168520225,-64.17413608950532,-69.04043924283997,4.866303153334641,-76.95061253408605,-78.5416973674832,TRUE,12,NA,12
12,V2,15.060888107131971,15.751249168520225,-64.17413608950532,-69.04043924283997,4.866303153334641,-76.95061253408605,-78.5416973674832,TRUE,NA,12,12
13,V2,15.058311971042073,15.928689712435038,-64.03720553817342,-70.1335992779054,6.09639373973198,-76.91674402664589,-78.76689278442552,NA,13,NA,NA
13,V2,15.058311971042073,15.928689712435038,-64.03720553817342,-70.1335992779054,6.09639373973198,-76.91674402664589,-78.76689278442552,NA,NA,13,NA
14,V2,14.952357212648476,18.50947060301522,-64.35906291141748,-71.45339110431388,7.094328192896398,-76.8927055653659,-78.97134168549152,NA,14,NA,NA
14,V2,14.952357212648476,18.50947060301522,-64.35906291141748,-71.45339110431388,7.094328192896398,-76.8927055653659,-78.97134168549152,NA,NA,14,NA
15,V2,14.904013446136256,17.84905720636827,-64.2281441036571,-70.04140931013487,5.813265206477766,-76.9357107539134,-79.0518184769642,NA,15,NA,NA
15,V2,14.904013446136256,17.84905720636827,-64.2281441036571,-70.04140931013487,5.813265206477766,-76.9357107539134,-79.0518184769642,NA,NA,15,NA
16,V2,14.757923685674275,17.015108350379247,-63.742578904422196,-72.1549646063467,8.4123857019245,-76.81769144631,-79.1157138261981,TRUE,16,NA,16
16,V2,14.757923685674275,17.015108350379247,-63.742578904422196,-72.1549646063467,8.4123857019245,-76.81769144631,-79.1157138261981,TRUE,NA,16,16
17,V2,14.668382030282876,15.89981347702957,-62.49135938888955,-71.8250151292627,9.333655740373146,-76.85384536489205,-78.550961398792,TRUE,17,NA,17
17,V2,14.668382030282876,15.89981347702957,-62.49135938888955,-71.8250151292627,9.333655740373146,-76.85384536489205,-78.550961398792,TRUE,NA,17,17
18,V2,14.59464402777836,19.02626114407099,-62.228501470030416,-72.77842018357153,10.54991871354111,-76.97044088086218,-79.12329801871836,TRUE,18,NA,18
18,V2,14.59464402777836,19.02626114407099,-62.228501470030416,-72.77842018357153,10.54991871354111,-76.97044088086218,-79.12329801871836,TRUE,NA,18,18
19,V2,14.634311385268091,18.414024780804098,-62.30237137133586,-72.17726070943779,9.87488933810193,-76.86163953870981,-78.35957073203691,TRUE,19,NA,19
19,V2,14.634311385268091,18.414024780804098,-62.30237137133586,-72.17726070943779,9.87488933810193,-76.86163953870981,-78.35957073203691,TRUE,NA,19,19
20,V2,14.679395731120488,16.44095601842846,-62.58175586478271,-71.43507420411335,8.853318339330642,-76.83804144018166,-79.3968613348043,TRUE,20,NA,20
20,V2,14.679395731120488,16.44095601842846,-62.58175586478271,-71.43507420411335,8.853318339330642,-76.83804144018166,-79.3968613348043,TRUE,NA,20,20
21,V2,14.734100133936321,18.48376631926292,-62.71898674611268,-73.46158036622744,10.74259362011476,-76.87654365571838,-79.42050276848855,TRUE,21,NA,21
21,V2,14.734100133936321,18.48376631926292,-62.71898674611268,-73.46158036622744,10.74259362011476,-76.87654365571838,-79.42050276848855,TRUE,NA,21,21
22,V2,14.572301751463465,17.855101011048692,-62.480630148886284,-74.07135634221626,11.590726193329978,-76.83177936344478,-78.6538159120163,TRUE,22,NA,22
22,V2,14.572301751463465,17.855101011048692,-62.480630148886284,-74.07135634221626,11.590726193329978,-76.83177936344478,-78.6538159120163,TRUE,NA,22,22
23,V2,14.575669023271438,17.553546894766612,-62.26329396815586,-73.78013628256532,11.516842314409466,-76.83928765726314,-78.2459494100221,TRUE,23,NA,23
23,V2,14.575669023271438,17.553546894766612,-62.26329396815586,-73.78013628256532,11.516842314409466,-76.83928765726314,-78.2459494100221,TRUE,NA,23,23
24,V2,14.551666026423108,18.561490092712646,-62.32143220591343,-73.95427446883916,11.632842262925728,-76.79229671305906,-78.8395507691591,TRUE,24,NA,24
24,V2,14.551666026423108,18.561490092712646,-62.32143220591343,-73.95427446883916,11.632842262925728,-76.79229671305906,-78.8395507691591,TRUE,NA,24,24
25,V2,14.488744782813407,15.8393047729845,-62.33671549664072,-71.67775786440627,9.341042367765553,-76.8238669556498,-78.66536710633778,TRUE,25,NA,25
25,V2,14.488744782813407,15.8393047729845,-62.33671549664072,-71.67775786440627,9.341042367765553,-76.8238669556498,-78.66536710633778,TRUE,NA,25,25
26,V2,14.62814374267363,16.734138482436897,-62.17061565998801,-75.17356590100322,13.002950241015206,-76.79484767254023,-78.76407386103106,TRUE,26,NA,26
26,V2,14.62814374267363,16.734138482436897,-62.17061565998801,-75.17356590100322,13.002950241015206,-76.79484767254023,-78.76407386103106,TRUE,NA,26,26
27,V2,14.645545062420407,18.060646236420034,-61.987642300465524,-72.12160020590511,10.133957905439587,-76.78773720309965,-78.81019552137153,TRUE,27,NA,27
27,V2,14.645545062420407,18.060646236420034,-61.987642300465524,-72.12160020590511,10.133957905439587,-76.78773720309965,-78.81019552137153,TRUE,NA,27,27
28,V2,14.62402748119077,17.64746975351162,-61.88829618855458,-73.61599156499756,11.72769537644298,-76.7754162940479,-79.01139828255879,TRUE,28,NA,28
28,V2,14.62402748119077,17.64746975351162,-61.88829618855458,-73.61599156499756,11.72769537644298,-76.7754162940479,-79.01139828255879,TRUE,NA,28,28
29,V2,14.729791791730648,16.137158312790003,-61.70416774887149,-71.22033467220099,9.5161669233295,-76.86551809141845,-78.9607783013213,TRUE,29,NA,29
29,V2,14.729791791730648,16.137158312790003,-61.70416774887149,-71.22033467220099,9.5161669233295,-76.86551809141845,-78.9607783013213,TRUE,NA,29,29
30,V2,14.676893489257909,16.898372726516307,-61.686364165765795,-73.85370058275979,12.16733641699399,-76.72874819384714,-78.42714353957774,TRUE,30,NA,30
30,V2,14.676893489257909,16.898372726516307,-61.686364165765795,-73.85370058275979,12.16733641699399,-76.72874819384714,-78.42714353957774,TRUE,NA,30,30
31,V2,14.766272314822315,17.959263635097944,-61.655196188885284,-76.22525371076544,14.570057521880159,-76.75300192229366,-78.87330021627449,TRUE,31,NA,31
31,V2,14.766272314822315,17.959263635097944,-61.655196188885284,-76.22525371076544,14.570057521880159,-76.75300192229366,-78.87330021627449,TRUE,NA,31,31
32,V2,14.807960650424123,20.730074303134764,-61.77251406005978,-77.48280258919212,15.710288529132342,-76.72230635799563,-78.3574002801928,TRUE,32,NA,32
32,V2,14.807960650424123,20.730074303134764,-61.77251406005978,-77.48280258919212,15.710288529132342,-76.72230635799563,-78.3574002801928,TRUE,NA,32,32
33,V2,14.807280879607434,18.905664293278246,-61.879976508365345,-75.43523490944322,13.555258401077879,-76.72038272770178,-79.0500846606617,TRUE,33,NA,33
33,V2,14.807280879607434,18.905664293278246,-61.879976508365345,-75.43523490944322,13.555258401077879,-76.72038272770178,-79.0500846606617,TRUE,NA,33,33
34,V2,14.792278531733157,19.19635282755932,-61.83482009956621,-76.51040532522208,14.675585225655873,-76.76963213664821,-78.5774636897092,TRUE,34,NA,34
34,V2,14.792278531733157,19.19635282755932,-61.83482009956621,-76.51040532522208,14.675585225655873,-76.76963213664821,-78.5774636897092,TRUE,NA,34,34
35,V2,14.89100747297324,18.63064863665461,-61.81518723064484,-78.1135891766269,16.298401945982064,-76.79980269890112,-78.83395518353107,TRUE,35,NA,35
35,V2,14.89100747297324,18.63064863665461,-61.81518723064484,-78.1135891766269,16.298401945982064,-76.79980269890112,-78.83395518353107,TRUE,NA,35,35
36,V2,14.853586021016449,17.197012901157514,-62.04134798408801,-77.89179313198362,15.850445147895606,-76.68895276511884,-78.76871334763702,TRUE,36,NA,36
36,V2,14.853586021016449,17.197012901157514,-62.04134798408801,-77.89179313198362,15.850445147895606,-76.68895276511884,-78.76871334763702,TRUE,NA,36,36
37,V2,14.783770512665772,16.80688244245713,-62.11781115443463,-76.24819205159018,14.130380897155554,-76.73092227245235,-78.71670494200066,TRUE,37,NA,37
37,V2,14.783770512665772,16.80688244245713,-62.11781115443463,-76.24819205159018,14.130380897155554,-76.73092227245235,-78.71670494200066,TRUE,NA,37,37
38,V2,14.758251188020983,17.798261780889806,-62.24915026705504,-76.85713867189796,14.607988404842914,-76.75380086812774,-78.35691746831877,TRUE,38,NA,38
38,V2,14.758251188020983,17.798261780889806,-62.24915026705504,-76.85713867189796,14.607988404842914,-76.75380086812774,-78.35691746831877,TRUE,NA,38,38
39,V2,14.798629971109902,18.798387489539145,-62.25131711883729,-78.75979337861901,16.508476259781716,-76.70377527491618,-78.3716960841836,TRUE,39,NA,39
39,V2,14.798629971109902,18.798387489539145,-62.25131711883729,-78.75979337861901,16.508476259781716,-76.70377527491618,-78.3716960841836,TRUE,NA,NA,39
40,V2,14.718108687816503,18.845981304767825,-62.52069206940974,-78.68527476328724,16.1645826938775,-76.80782312775942,-78.33747217482322,TRUE,40,NA,40
40,V2,14.718108687816503,18.845981304767825,-62.52069206940974,-78.68527476328724,16.1645826938775,-76.80782312775942,-78.33747217482322,TRUE,NA,NA,40
41,V2,14.738205382772144,15.791482710370353,-62.619217691232095,-76.64579978257456,14.026582091342462,-76.71927594334709,-78.04151288479437,TRUE,41,NA,41
41,V2,14.738205382772144,15.791482710370353,-62.619217691232095,-76.64579978257456,14.026582091342462,-76.71927594334709,-78.04151288479437,TRUE,NA,41,41
42,V2,14.736317001352973,16.439509964950954,-62.647500473345396,-77.63480323113937,14.987302757793977,-76.72216881193233,-78.61722980171449,TRUE,42,NA,42
42,V2,14.736317001352973,16.439509964950954,-62.647500473345396,-77.63480323113937,14.987302757793977,-76.72216881193233,-78.61722980171449,TRUE,NA,42,42
43,V2,14.712365668748147,20.08461822346569,-62.60968262507222,-79.17543488889493,16.56575226382271,-76.74923584031289,-79.40354769796265,TRUE,43,NA,43
43,V2,14.712365668748147,20.08461822346569,-62.60968262507222,-79.17543488889493,16.56575226382271,-76.74923584031289,-79.40354769796265,TRUE,NA,43,43
44,V2,14.736310708996047,17.455317471883937,-62.66153482498748,-79.02639413189675,16.364859306909274,-76.66942704192263,-78.52262185443058,TRUE,44,NA,44
44,V2,14.736310708996047,17.455317471883937,-62.66153482498748,-79.02639413189675,16.364859306909274,-76.66942704192263,-78.52262185443058,TRUE,NA,NA,44
45,V2,14.756117336459386,19.745406409921763,-62.609114584925265,-78.15156364635025,15.542449061424989,-76.73723386372717,-79.01867273326252,TRUE,45,NA,45
45,V2,14.756117336459386,19.745406409921763,-62.609114584925265,-78.15156364635025,15.542449061424989,-76.73723386372717,-79.01867273326252,TRUE,NA,45,45
46,V2,14.81477656610408,18.76943311721722,-62.55502505807206,-78.11892033436841,15.56389527629635,-76.59348326072305,-78.54366784097553,TRUE,46,NA,46
46,V2,14.81477656610408,18.76943311721722,-62.55502505807206,-78.11892033436841,15.56389527629635,-76.59348326072305,-78.54366784097553,TRUE,NA,46,46
47,V2,14.747074923165753,18.73856790064802,-62.75087511800632,-77.2628731611101,14.511998043103773,-76.58945791940495,-78.485437639249,TRUE,47,NA,47
47,V2,14.747074923165753,18.73856790064802,-62.75087511800632,-77.2628731611101,14.511998043103773,-76.58945791940495,-78.485437639249,TRUE,NA,47,47
48,V2,14.852150157605017,18.01249977712004,-62.88445019308847,-78.93947230597311,16.055022112884643,-76.60928456968425,-78.20836817040737,TRUE,48,NA,48
48,V2,14.852150157605017,18.01249977712004,-62.88445019308847,-78.93947230597311,16.055022112884643,-76.60928456968425,-78.20836817040737,TRUE,NA,NA,48
49,V2,14.828080421288602,18.40211493552339,-63.04148895645692,-77.96355699748655,14.922068041029632,-76.61851070129622,-78.14416677494478,TRUE,49,NA,49
49,V2,14.828080421288602,18.40211493552339,-63.04148895645692,-77.96355699748655,14.922068041029632,-76.61851070129622,-78.14416677494478,TRUE,NA,49,49
0,V4,13.983445897963733,13.983445897963733,-69.78663737600594,-69.78663737600594,0,-68.67989308238596,-68.67989308238596,NA,NA,NA,NA
1,V4,13.67125298551595,16.6984298983392,-68.37494619299518,-70.35948420815508,1.9845380151598988,-68.40185017687686,-68.86774231879714,NA,1,NA,NA
1,V4,13.67125298551595,16.6984298983392,-68.37494619299518,-70.35948420815508,1.9845380151598988,-68.40185017687686,-68.86774231879714,NA,NA,NA,NA
2,V4,13.97377504766335,14.305708028803252,-69.29703422686863,-68.53060884762328,-0.7664253792453479,-68.30194354355987,-68.52834762769727,NA,NA,NA,NA
2,V4,13.97377504766335,14.305708028803252,-69.29703422686863,-68.53060884762328,-0.7664253792453479,-68.30194354355987,-68.52834762769727,NA,NA,NA,NA
3,V4,14.071373245880523,13.676418294205021,-68.84926051702526,-68.9968644734529,0.1476039564276448,-68.10712131758554,-68.84490821352469,NA,NA,NA,NA
3,V4,14.071373245880523,13.676418294205021,-68.84926051702526,-68.9968644734529,0.1476039564276448,-68.10712131758554,-68.84490821352469,NA,NA,NA,NA
4,V4,14.183500320055073,14.82453648524521,-67.64913992001927,-66.13667644211861,-1.5124634779006527,-68.00737603161194,-69.00776420192237,NA,4,NA,NA
4,V4,14.183500320055073,14.82453648524521,-67.64913992001927,-66.13667644211861,-1.5124634779006527,-68.00737603161194,-69.00776420192237,NA,NA,4,NA
5,V4,13.293514935708199,14.1279988424699,-64.30007792183231,-65.13941691544434,0.8393389936120315,-68.00663334173096,-68.97150538171384,NA,5,NA,NA
5,V4,13.293514935708199,14.1279988424699,-64.30007792183231,-65.13941691544434,0.8393389936120315,-68.00663334173096,-68.97150538171384,NA,NA,5,NA
6,V4,13.765104051224508,12.934774310756701,-63.327468000581035,-62.604259904405005,-0.7232080961760303,-67.97351162765335,-68.8949403499637,NA,6,NA,NA
6,V4,13.765104051224508,12.934774310756701,-63.327468000581035,-62.604259904405005,-0.7232080961760303,-67.97351162765335,-68.8949403499637,NA,NA,6,NA
7,V4,12.791686550592809,11.097184816287015,-60.03659588163821,-59.91826285942102,-0.11833302221719322,-68.07617900703436,-69.0065714407741,NA,7,NA,NA
7,V4,12.791686550592809,11.097184816287015,-60.03659588163821,-59.91826285942102,-0.11833302221719322,-68.07617900703436,-69.0065714407741,NA,NA,7,NA
8,V4,11.958456919220112,13.841524732654053,-58.47510040567739,-64.08867502379982,5.613574618122435,-67.88081679640011,-68.9703870158253,NA,8,NA,NA
8,V4,11.958456919220112,13.841524732654053,-58.47510040567739,-64.08867502379982,5.613574618122435,-67.88081679640011,-68.9703870158253,NA,NA,8,NA
9,V4,11.944563410747387,12.939559004056525,-57.978981753038916,-61.53662749859517,3.5576457455562576,-67.9441650642536,-68.80245943959483,NA,9,NA,NA
9,V4,11.944563410747387,12.939559004056525,-57.978981753038916,-61.53662749859517,3.5576457455562576,-67.9441650642536,-68.80245943959483,NA,NA,9,NA
10,V4,12.052739577642162,15.1808742100962,-56.86506316426299,-62.21928093707318,5.354217772810188,-67.8667639096701,-68.87359028285232,TRUE,10,NA,10
10,V4,12.052739577642162,15.1808742100962,-56.86506316426299,-62.21928093707318,5.354217772810188,-67.8667639096701,-68.87359028285232,TRUE,NA,10,10
11,V4,12.027091657315207,12.565431949618572,-56.04857521694144,-59.80869705364858,3.7601218367071425,-67.85547840283571,-68.71094209290357,NA,11,NA,NA
11,V4,12.027091657315207,12.565431949618572,-56.04857521694144,-59.80869705364858,3.7601218367071425,-67.85547840283571,-68.71094209290357,NA,NA,11,NA
12,V4,11.942406560885981,13.27646577035537,-55.63446013350854,-61.05148808749366,5.417027953985119,-67.90005458053713,-68.82611064072914,TRUE,12,NA,12
12,V4,11.942406560885981,13.27646577035537,-55.63446013350854,-61.05148808749366,5.417027953985119,-67.90005458053713,-68.82611064072914,TRUE,NA,12,12
13,V4,12.014335261570167,12.956811327605728,-55.43895198746737,-61.13431366816759,5.695361680700223,-67.83310630622859,-68.90521144450356,TRUE,13,NA,13
13,V4,12.014335261570167,12.956811327605728,-55.43895198746737,-61.13431366816759,5.695361680700223,-67.83310630622859,-68.90521144450356,TRUE,NA,13,13
14,V4,11.7970668959921,14.465400302753688,-55.372884844363654,-61.514503198788034,6.141618354424381,-67.85220765372479,-69.06950328303742,TRUE,14,NA,14
14,V4,11.7970668959921,14.465400302753688,-55.372884844363654,-61.514503198788034,6.141618354424381,-67.85220765372479,-69.06950328303742,TRUE,NA,14,14
15,V4,11.4738656450555,14.066535636341643,-55.2996106377041,-61.43504922002773,6.13543858232363,-67.84585014825574,-69.09929530946475,TRUE,15,NA,15
15,V4,11.4738656450555,14.066535636341643,-55.2996106377041,-61.43504922002773,6.13543858232363,-67.84585014825574,-69.09929530946475,TRUE,NA,15,15
16,V4,11.40367775890923,14.382159567781276,-55.10441970282323,-62.93112862198506,7.826708919161831,-67.7417146755107,-69.19169090535478,TRUE,16,NA,16
16,V4,11.40367775890923,14.382159567781276,-55.10441970282323,-62.93112862198506,7.826708919161831,-67.7417146755107,-69.19169090535478,TRUE,NA,16,16
17,V4,11.349507700701464,13.553788008545242,-54.629944266285825,-61.64811957898836,7.018175312702532,-67.7813308695658,-68.89526764966124,TRUE,17,NA,17
17,V4,11.349507700701464,13.553788008545242,-54.629944266285825,-61.64811957898836,7.018175312702532,-67.7813308695658,-68.89526764966124,TRUE,NA,17,17
18,V4,11.254332091695662,13.441261195355818,-54.27290794560173,-61.83281377503607,7.559905829434342,-67.86418939772985,-69.21642839755212,TRUE,18,NA,18
18,V4,11.254332091695662,13.441261195355818,-54.27290794560173,-61.83281377503607,7.559905829434342,-67.86418939772985,-69.21642839755212,TRUE,NA,18,18
19,V4,11.243579670924449,14.522415072454958,-54.12387472185076,-61.552994944747844,7.429120222897083,-67.77794522164339,-68.64977887517287,TRUE,19,NA,19
19,V4,11.243579670924449,14.522415072454958,-54.12387472185076,-61.552994944747844,7.429120222897083,-67.77794522164339,-68.64977887517287,TRUE,NA,19,19
20,V4,11.333553331106952,12.837030810467443,-54.230070847689504,-62.22725244074731,7.997181593057803,-67.79337747567567,-69.38494402930459,TRUE,20,NA,20
20,V4,11.333553331106952,12.837030810467443,-54.230070847689504,-62.22725244074731,7.997181593057803,-67.79337747567567,-69.38494402930459,TRUE,NA,20,20
21,V4,11.391865790595011,13.684391919052304,-54.20995970002668,-62.89533321465997,8.68537351463329,-67.80832554339968,-69.45030108583897,TRUE,21,NA,21
21,V4,11.391865790595011,13.684391919052304,-54.20995970002668,-62.89533321465997,8.68537351463329,-67.80832554339968,-69.45030108583897,TRUE,NA,21,21
22,V4,11.467746694826884,14.495211578740578,-54.06243618140123,-63.171798223566604,9.109362042165372,-67.79748154993837,-68.94686648688432,TRUE,22,NA,22
22,V4,11.467746694826884,14.495211578740578,-54.06243618140123,-63.171798223566604,9.109362042165372,-67.79748154993837,-68.94686648688432,TRUE,NA,22,22
23,V4,11.3799212975985,12.455238793748894,-54.096624242010755,-62.97685924560629,8.880235003595537,-67.81198410372717,-68.66826465702312,TRUE,23,NA,23
23,V4,11.3799212975985,12.455238793748894,-54.096624242010755,-62.97685924560629,8.880235003595537,-67.81198410372717,-68.66826465702312,TRUE,NA,23,23
24,V4,11.455736915044131,14.248525672020667,-54.231347717949035,-62.18519199591084,7.953844277961807,-67.77145345712842,-69.11559138352258,TRUE,24,NA,24
24,V4,11.455736915044131,14.248525672020667,-54.231347717949035,-62.18519199591084,7.953844277961807,-67.77145345712842,-69.11559138352258,TRUE,NA,24,24
25,V4,11.490048336293132,14.07059740695271,-54.217412460390314,-62.30500628197959,8.087593821589273,-67.76403574847014,-68.92143530900641,TRUE,25,NA,25
25,V4,11.490048336293132,14.07059740695271,-54.217412460390314,-62.30500628197959,8.087593821589273,-67.76403574847014,-68.92143530900641,TRUE,NA,25,25
26,V4,11.513693856627912,12.652919838638175,-54.154318766602024,-64.30134387037847,10.14702510377645,-67.75699456267168,-68.98781571382767,TRUE,26,NA,26
26,V4,11.513693856627912,12.652919838638175,-54.154318766602024,-64.30134387037847,10.14702510377645,-67.75699456267168,-68.98781571382767,TRUE,NA,26,26
27,V4,11.392461013715955,12.622588370009526,-54.20761395739707,-63.46081498404421,9.25320102664714,-67.71819299202953,-69.02758610944045,TRUE,27,NA,27
27,V4,11.392461013715955,12.622588370009526,-54.20761395739707,-63.46081498404421,9.25320102664714,-67.71819299202953,-69.02758610944045,TRUE,NA,27,27
28,V4,11.4149529586613,12.54526425493972,-54.41048468824344,-64.21658060009936,9.80609591185592,-67.74069893020746,-69.08517447885171,TRUE,28,NA,28
28,V4,11.4149529586613,12.54526425493972,-54.41048468824344,-64.21658060009936,9.80609591185592,-67.74069893020746,-69.08517447885171,TRUE,NA,28,28
29,V4,11.469178516093159,12.64769780910243,-54.43975019016818,-63.03770771754269,8.597957527374504,-67.87850191745676,-69.17154461031757,TRUE,29,NA,29
29,V4,11.469178516093159,12.64769780910243,-54.43975019016818,-63.03770771754269,8.597957527374504,-67.87850191745676,-69.17154461031757,TRUE,NA,29,29
30,V4,11.36763864210324,12.419564143902099,-54.3041506479942,-62.82635002417361,8.522199376179408,-67.79809302946393,-68.7434413741,TRUE,30,NA,30
30,V4,11.36763864210324,12.419564143902099,-54.3041506479942,-62.82635002417361,8.522199376179408,-67.79809302946393,-68.7434413741,TRUE,NA,30,30
31,V4,11.270049991223638,12.152220182051538,-54.42934022858903,-64.19890910904958,9.769568880460554,-67.83274160403356,-69.07909161626037,TRUE,31,NA,31
31,V4,11.270049991223638,12.152220182051538,-54.42934022858903,-64.19890910904958,9.769568880460554,-67.83274160403356,-69.07909161626037,TRUE,NA,31,31
32,V4,11.25472597980314,13.924919413214555,-54.352320054396714,-64.27715598012352,9.92483592572681,-67.72913860753032,-68.73067734323485,TRUE,32,NA,32
32,V4,11.25472597980314,13.924919413214555,-54.352320054396714,-64.27715598012352,9.92483592572681,-67.72913860753032,-68.73067734323485,TRUE,NA,32,32
33,V4,11.37990274277806,13.423508217173213,-54.51827078524966,-65.8666337596387,11.34836297438904,-67.78244986971684,-69.28036139309515,TRUE,33,NA,33
33,V4,11.37990274277806,13.423508217173213,-54.51827078524966,-65.8666337596387,11.34836297438904,-67.78244986971684,-69.28036139309515,TRUE,NA,33,33
34,V4,11.31201865821947,14.162072649187031,-54.48837882539145,-64.7984008728911,10.310022047499643,-67.61828190674125,-68.85889693345183,TRUE,34,NA,34
34,V4,11.31201865821947,14.162072649187031,-54.48837882539145,-64.7984008728911,10.310022047499643,-67.61828190674125,-68.85889693345183,TRUE,NA,34,34
35,V4,11.320372409161813,12.60325603460719,-54.610781681217745,-68.03101430411249,13.420232622894744,-67.76983070881182,-69.03339437792638,TRUE,35,NA,35
35,V4,11.320372409161813,12.60325603460719,-54.610781681217745,-68.03101430411249,13.420232622894744,-67.76983070881182,-69.03339437792638,TRUE,NA,35,35
36,V4,11.296404235125753,15.310919443585474,-54.87456442429016,-67.3984808472475,12.523916422957335,-67.57890467938378,-68.97675008334392,TRUE,36,NA,36
36,V4,11.296404235125753,15.310919443585474,-54.87456442429016,-67.3984808472475,12.523916422957335,-67.57890467938378,-68.97675008334392,TRUE,NA,36,36
37,V4,11.247543132692414,12.798138722765044,-54.94852950345302,-66.99601185149484,12.047482348041825,-67.76676071260512,-69.02993922611483,TRUE,37,NA,37
37,V4,11.247543132692414,12.798138722765044,-54.94852950345302,-66.99601185149484,12.047482348041825,-67.76676071260512,-69.02993922611483,TRUE,NA,37,37
38,V4,11.20733130250097,14.793753779530691,-54.84202095871984,-65.84788604270638,11.005865083986535,-67.69383968542846,-68.6657056079971,TRUE,38,NA,38
38,V4,11.20733130250097,14.793753779530691,-54.84202095871984,-65.84788604270638,11.005865083986535,-67.69383968542846,-68.6657056079971,TRUE,NA,38,38
39,V4,11.379871765593718,15.236905095287632,-54.779916635868155,-68.38583999165752,13.605923355789365,-67.61192393425992,-68.74925691229815,TRUE,39,NA,39
39,V4,11.379871765593718,15.236905095287632,-54.779916635868155,-68.38583999165752,13.605923355789365,-67.61192393425992,-68.74925691229815,TRUE,NA,39,39
40,V4,11.358321351446651,16.06313548317103,-54.909967880024546,-68.28699587451365,13.377027994489104,-67.69787781700535,-68.77060043170273,TRUE,40,NA,40
40,V4,11.358321351446651,16.06313548317103,-54.909967880024546,-68.28699587451365,13.377027994489104,-67.69787781700535,-68.77060043170273,TRUE,NA,40,40
41,V4,11.195131216781215,13.357220343490138,-55.17169451808561,-66.92334479219514,11.75165027410953,-67.66809451327327,-68.57914027605108,TRUE,41,NA,41
41,V4,11.195131216781215,13.357220343490138,-55.17169451808561,-66.92334479219514,11.75165027410953,-67.66809451327327,-68.57914027605108,TRUE,NA,41,41
42,V4,11.381440804631488,13.983367411490052,-55.15948465066286,-69.04483833915859,13.885353688495726,-67.67714388089539,-68.95441666396754,TRUE,42,NA,42
42,V4,11.381440804631488,13.983367411490052,-55.15948465066286,-69.04483833915859,13.885353688495726,-67.67714388089539,-68.95441666396754,TRUE,NA,NA,42
43,V4,11.451416273816598,13.689315343121702,-55.113519755264115,-67.21503875924955,12.101519003985437,-67.67907239274503,-69.27426149120139,TRUE,43,NA,43
43,V4,11.451416273816598,13.689315343121702,-55.113519755264115,-67.21503875924955,12.101519003985437,-67.67907239274503,-69.27426149120139,TRUE,NA,43,43
44,V4,11.37427577288912,14.522773588031404,-55.30324251817072,-68.820820577521,13.517578059350285,-67.66724340142706,-68.80882587638457,TRUE,44,NA,44
44,V4,11.37427577288912,14.522773588031404,-55.30324251817072,-68.820820577521,13.517578059350285,-67.66724340142706,-68.80882587638457,TRUE,NA,NA,44
45,V4,11.401206090712833,15.15112126108416,-55.4008473800818,-67.76225859794557,12.361411217863775,-67.66107140014539,-69.13964469758845,TRUE,45,NA,45
45,V4,11.401206090712833,15.15112126108416,-55.4008473800818,-67.76225859794557,12.361411217863775,-67.66107140014539,-69.13964469758845,TRUE,NA,45,45
