time1,time2,level,value,pval,pval_correct,final_value,scaled_value
17,20,V1,164.60481247184583,0.001,0.006666666666666667,164.60481247184583,-0.8704958798961278
17,21,V1,197.5638057458863,0.943,1,197.5638057458863,-0.3651715672959606
17,22,V1,179.62332531274257,0.762,1,179.62332531274257,-0.6402333954051214
17,23,V1,173.370398298263,0.076,0.33989266547406083,173.370398298263,-0.7361027084954462
17,24,V1,169.82758759452923,0.003,0.018115942028985508,169.82758759452923,-0.7904207627106172
17,25,V1,170.41621363694438,0.001,0.006666666666666667,170.41621363694438,-0.7813960013112371
17,26,V1,172.38271662204224,0.013,0.06885593220338983,172.38271662204224,-0.7512457548850685
17,27,V1,177.48171452784308,0.42,1,177.48171452784308,-0.673068378826439
17,28,V1,179.0815139420888,0.529,1,179.0815139420888,-0.6485403984788534
17,29,V1,186.33631536415893,0.814,1,186.33631536415893,-0.5373104373214602
17,30,V1,191.73526553410014,0.849,1,191.73526553410014,-0.45453422019904816
17,31,V1,193.2487868504608,0.796,1,193.2487868504608,-0.4313290478675849
17,32,V1,197.36636550382016,0.876,1,197.36636550382016,-0.3681987032819455
17,33,V1,200.3673454932397,0.891,1,200.3673454932397,-0.32218794871576456
17,34,V1,205.97947476456758,0.897,1,205.97947476456758,-0.2361432888356122
17,35,V1,209.03576063904023,0.887,1,209.03576063904023,-0.18928458942734105
17,36,V1,209.85621625163722,0.886,1,209.85621625163722,-0.1767054379645726
17,37,V1,212.65403338505126,0.917,1,212.65403338505126,-0.1338095579852233
17,38,V1,219.55958247131753,0.936,1,219.55958247131753,-0.027934302144424182
17,39,V1,225.9347793974888,0.94,1,225.9347793974888,0.06980964220552606
17,40,V1,227.3500578900536,0.939,1,227.3500578900536,0.0915085644221946
17,41,V1,228.11743358552258,0.943,1,228.11743358552258,0.10327389938236047
17,42,V1,234.77107960836423,0.95,1,234.77107960836423,0.20528700017162238
17,43,V1,240.2776590328204,0.979,1,240.2776590328204,0.28971337931813607
17,44,V1,246.50749895008997,0.972,1,246.50749895008997,0.3852287231160567
17,45,V1,250.70920046196863,0.975,1,250.70920046196863,0.4496488317822242
17,46,V1,251.16162531583254,0.971,1,251.16162531583254,0.4565853688415062
17,47,V1,255.34128676170656,0.968,1,255.34128676170656,0.5206675612032873
17,48,V1,258.21355186737355,0.984,1,258.21355186737355,0.5647048707794208
17,49,V1,260.84256274499296,0.982,1,260.84256274499296,0.6050126284680563
18,0,V1,244.60997475183015,0.983,1,244.60997475183015,0.3561360532291079
18,1,V1,245.56612933830942,0.983,1,245.56612933830942,0.3707957291219603
18,2,V1,247.04290698800006,0.984,1,247.04290698800006,0.3934375508696221
18,3,V1,234.00044937452054,0.969,1,234.00044937452054,0.1934717669225933
18,4,V1,207.37591730173884,0.873,1,207.37591730173884,-0.21473315778839072
18,5,V1,254.92020872023656,0.988,1,254.92020872023656,0.5142116306447394
18,6,V1,219.62872459862237,0.972,1,219.62872459862237,-0.026874221283897645
18,7,V1,176.37901622567318,0.044,0.20833333333333331,176.37901622567318,-0.6899748497527903
18,8,V1,190.12920780414126,0.917,1,190.12920780414126,-0.4791581524787662
18,9,V1,221.93623763252452,0.974,1,221.93623763252452,0.008504360457885825
18,10,V1,229.22783721282863,0.973,1,229.22783721282863,0.1202985076588249
18,11,V1,215.6878019041852,0.976,1,215.6878019041852,-0.08729609263836612
18,12,V1,194.71857991308218,0.951,1,194.71857991308218,-0.4087943131789911
18,13,V1,174.83831809307517,0.287,0.9354628422425032,174.83831809307517,-0.7135966945799702
18,14,V1,167.46038579422188,0.001,0.006666666666666667,167.46038579422188,-0.8267144872361282
18,15,V1,163.90058372484458,0.001,0.006666666666666667,163.90058372484458,-0.881293051537046
18,16,V1,157.60297940216958,0.001,0.006666666666666667,157.60297940216958,-0.9778473530875758
18,17,V1,157.64468173097688,0.001,0.006666666666666667,157.64468173097688,-0.9772079767430629
18,18,V1,152.9650363121727,0.001,0.006666666666666667,152.9650363121727,-1.0489558782887174
18,19,V1,161.276143842845,0.001,0.006666666666666667,161.276143842845,-0.9215307271330557
18,20,V1,162.51647948524928,0.001,0.006666666666666667,162.51647948524928,-0.9025140129185139
18,21,V1,193.57945492042424,0.927,1,193.57945492042424,-0.4262592748389071
18,22,V1,181.18371876214238,0.906,1,181.18371876214238,-0.616309583756881
18,23,V1,169.01289046283134,0.001,0.006666666666666667,169.01289046283134,-0.8029116256635468
18,24,V1,169.04953354662618,0.001,0.006666666666666667,169.04953354662618,-0.8023498172073169
18,25,V1,170.63069981680812,0.002,0.012787723785166242,170.63069981680812,-0.7781075185441604
18,26,V1,175.97552780207943,0.338,1,175.97552780207943,-0.6961610978763103
18,27,V1,179.6132719731112,0.586,1,179.6132719731112,-0.6403875323017284
18,28,V1,180.08917628276663,0.561,1,180.08917628276663,-0.6330910103436534
18,29,V1,187.91468525873273,0.817,1,187.91468525873273,-0.5131110124369476
18,30,V1,190.75584128496857,0.809,1,190.75584128496857,-0.46955066446120236
18,31,V1,193.1057693925885,0.746,1,193.1057693925885,-0.43352177863421465
18,32,V1,197.02275956816982,0.805,1,197.02275956816982,-0.37346683850058415
18,33,V1,199.20854751422019,0.842,1,199.20854751422019,-0.33995453482844507
18,34,V1,204.6664954587158,0.853,1,204.6664954587158,-0.25627376914704764
18,35,V1,210.33313669189954,0.882,1,210.33313669189954,-0.16939333678366839
18,36,V1,214.54786308598835,0.897,1,214.54786308598835,-0.1047735317980528
18,37,V1,220.3623036656125,0.925,1,220.3623036656125,-0.015627053183753296
18,38,V1,227.0245506983833,0.941,1,227.0245506983833,0.08651791751409406
18,39,V1,236.17669721525115,0.941,1,236.17669721525115,0.2268378025603068
18,40,V1,238.63799174585026,0.943,1,238.63799174585026,0.26457414834126736
18,41,V1,244.998830834911,0.964,1,244.998830834911,0.362097959627444
18,42,V1,253.7250652771126,0.971,1,253.7250652771126,0.4958877991540826
18,43,V1,262.2615104629733,0.975,1,262.2615104629733,0.6267678069179015
18,44,V1,267.6771023556852,0.984,1,267.6771023556852,0.7097991734330649
18,45,V1,274.2803479543228,0.98,1,274.2803479543228,0.8110395394635947
18,46,V1,276.4029929494914,0.98,1,276.4029929494914,0.8435837411071142
18,47,V1,279.6214192905854,0.986,1,279.6214192905854,0.8929283635276217
18,48,V1,284.3615338220493,0.981,1,284.3615338220493,0.9656033720554058
18,49,V1,291.56206631973026,0.986,1,291.56206631973026,1.0760012869580942
19,0,V1,239.5103079670456,0.987,1,239.5103079670456,0.27794842197822045
19,1,V1,241.47673150795325,0.988,1,241.47673150795325,0.308097450373229
19,2,V1,244.75918496509283,0.986,1,244.75918496509283,0.35842373076291395
19,3,V1,218.70645526471364,0.95,1,218.70645526471364,-0.04101437154014697
19,4,V1,183.653104543916,0.246,0.8413132694938441,183.653104543916,-0.5784491836425908
19,5,V1,207.97314530010613,0.94,1,207.97314530010613,-0.20557651197608598
19,6,V1,189.17117404184833,0.726,1,189.17117404184833,-0.49384663972572745
19,7,V1,170.1586144316523,0.001,0.006666666666666667,170.1586144316523,-0.7853454890962023
19,8,V1,219.7528872425115,0.988,1,219.7528872425115,-0.024970570824910245
19,9,V1,263.6592469283243,0.997,1,263.6592469283243,0.6481977763552867
19,10,V1,256.435582722459,0.992,1,256.435582722459,0.5374452081887584
19,11,V1,209.1288670795228,0.961,1,209.1288670795228,-0.1878570898783013
19,12,V1,177.06777123865697,0.49,1,177.06777123865697,-0.6794149200063899
19,13,V1,168.68585786386055,0.001,0.006666666666666667,168.68585786386055,-0.8079256599788158
19,14,V1,167.7632258510649,0.001,0.006666666666666667,167.7632258510649,-0.8220713707950525
19,15,V1,167.16074227790526,0.001,0.006666666666666667,167.16074227790526,-0.8313085946061204
19,16,V1,162.94066888879235,0.001,0.006666666666666667,162.94066888879235,-0.8960103792372477
19,17,V1,157.92064840596285,0.001,0.006666666666666667,157.92064840596285,-0.9729768805691493
19,18,V1,156.8192198726949,0.001,0.006666666666666667,156.8192198726949,-0.9898638835132052
19,19,V1,155.54997123350063,0.001,0.006666666666666667,155.54997123350063,-1.009323889187126
19,20,V1,151.95562874540622,0.001,0.006666666666666667,151.95562874540622,-1.0644320240729226
19,21,V1,187.28489471823636,0.937,1,187.28489471823636,-0.5227669042086504
19,22,V1,173.94187677724628,0.601,1,173.94187677724628,-0.727340851992218
19,23,V1,168.03266921710576,0.001,0.006666666666666667,168.03266921710576,-0.8179402894056064
19,24,V1,157.41474642436458,0.001,0.006666666666666667,157.41474642436458,-0.9807333241282299
